5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 4 3 5 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
5 2 4 4 4 3 4 2 2 1 1 2 4 2 1 0 2 5 4 3 1 0 1 5 2 2 1 0 5 6 0 2 4 1 2 4 0 5 3 4 0 3 1 5 0 3 0 0 0 5 1 3 1 3 2 2 0 0 0 1 
